0	1	2
hoax	1	0	0
hobble	1	0	0
hogs	1	0	0
hollow	1	0	0
hoodium	1	0	0
hoodwink	1	0	0
hooligan	1	0	0
hopeless	1	0	0
hopelessly	1	0	0
hopelessness	1	0	0
horde	1	0	0
horrendous	1	0	0
horrendously	1	0	0
horrible	1	0	0
horrid	1	0	0
horrific	1	0	0
horrified	1	0	0
horrifies	1	0	0
horrify	1	0	0
horrifying	1	0	0
horrifys	1	0	0
hostage	1	0	0
hostile	1	0	0
hostilities	1	0	0
hostility	1	0	0
hotbeds	1	0	0
hothead	1	0	0
hotheaded	1	0	0
hothouse	1	0	0
hubris	1	0	0
huckster	1	0	0
hum	1	0	0
humid	1	0	0
humiliate	1	0	0
humiliating	1	0	0
humiliation	1	0	0
humming	1	0	0
hung	1	0	0
hurt	1	0	0
hurted	1	0	0
hurtful	1	0	0
hurting	1	0	0
hurts	1	0	0
hustler	1	0	0
hype	1	0	0
hypocricy	1	0	0
hypocrisy	1	0	0
hypocrite	1	0	0
hypocrites	1	0	0
hypocritical	1	0	0
hypocritically	1	0	0
hysteria	1	0	0
hysteric	1	0	0
hysterical	1	0	0
hysterically	1	0	0
hysterics	1	0	0
idiocies	1	0	0
idiocy	1	0	0
idiot	1	0	0
idiotic	1	0	0
idiotically	1	0	0
idiots	1	0	0
idle	1	0	0
ignoble	1	0	0
ignominious	1	0	0
ignominiously	1	0	0
ignominy	1	0	0
ignorance	1	0	0
ignorant	1	0	0
ignore	1	0	0
ill-advised	1	0	0
ill-conceived	1	0	0
ill-defined	1	0	0
ill-designed	1	0	0
ill-fated	1	0	0
ill-favored	1	0	0
ill-formed	1	0	0
ill-mannered	1	0	0
ill-natured	1	0	0
ill-sorted	1	0	0
ill-tempered	1	0	0
ill-treated	1	0	0
ill-treatment	1	0	0
ill-usage	1	0	0
ill-used	1	0	0
illegal	1	0	0
illegally	1	0	0
illegitimate	1	0	0
illicit	1	0	0
illiterate	1	0	0
illness	1	0	0
illogic	1	0	0
illogical	1	0	0
illogically	1	0	0
illusion	1	0	0
illusions	1	0	0
illusory	1	0	0
imaginary	1	0	0
imbalance	1	0	0
imbecile	1	0	0
imbroglio	1	0	0
immaterial	1	0	0
immature	1	0	0
imminence	1	0	0
imminently	1	0	0
immobilized	1	0	0
immoderate	1	0	0
immoderately	1	0	0
immodest	1	0	0
immoral	1	0	0
immorality	1	0	0
immorally	1	0	0
immovable	1	0	0
impair	1	0	0
impaired	1	0	0
impasse	1	0	0
impatience	1	0	0
impatient	1	0	0
impatiently	1	0	0
impeach	1	0	0
impedance	1	0	0
impede	1	0	0
impediment	1	0	0
impending	1	0	0
impenitent	1	0	0
imperfect	1	0	0
imperfection	1	0	0
imperfections	1	0	0
imperfectly	1	0	0
imperialist	1	0	0
imperil	1	0	0
imperious	1	0	0
imperiously	1	0	0
impermissible	1	0	0
impersonal	1	0	0
impertinent	1	0	0
impetuous	1	0	0
impetuously	1	0	0
impiety	1	0	0
impinge	1	0	0
impious	1	0	0
implacable	1	0	0
implausible	1	0	0
implausibly	1	0	0
implicate	1	0	0
implication	1	0	0
implode	1	0	0
impolite	1	0	0
impolitely	1	0	0
impolitic	1	0	0
importunate	1	0	0
importune	1	0	0
impose	1	0	0
imposers	1	0	0
imposing	1	0	0
imposition	1	0	0
impossible	1	0	0
impossiblity	1	0	0
impossibly	1	0	0
impotent	1	0	0
impoverish	1	0	0
impoverished	1	0	0
impractical	1	0	0
imprecate	1	0	0
imprecise	1	0	0
imprecisely	1	0	0
imprecision	1	0	0
imprison	1	0	0
imprisonment	1	0	0
improbability	1	0	0
improbable	1	0	0
improbably	1	0	0
improper	1	0	0
improperly	1	0	0
impropriety	1	0	0
imprudence	1	0	0
imprudent	1	0	0
impudence	1	0	0
impudent	1	0	0
impudently	1	0	0
impugn	1	0	0
impulsive	1	0	0
impulsively	1	0	0
impunity	1	0	0
impure	1	0	0
impurity	1	0	0
inability	1	0	0
inaccuracies	1	0	0
inaccuracy	1	0	0
inaccurate	1	0	0
inaccurately	1	0	0
inaction	1	0	0
inactive	1	0	0
inadequacy	1	0	0
inadequate	1	0	0
inadequately	1	0	0
inadverent	1	0	0
inadverently	1	0	0
inadvisable	1	0	0
inadvisably	1	0	0
inane	1	0	0
inanely	1	0	0
inappropriate	1	0	0
inappropriately	1	0	0
inapt	1	0	0
inaptitude	1	0	0
inarticulate	1	0	0
inattentive	1	0	0
inaudible	1	0	0
incapable	1	0	0
incapably	1	0	0
incautious	1	0	0
incendiary	1	0	0
incense	1	0	0
incessant	1	0	0
incessantly	1	0	0
incite	1	0	0
incitement	1	0	0
incivility	1	0	0
inclement	1	0	0
incognizant	1	0	0
incoherence	1	0	0
incoherent	1	0	0
incoherently	1	0	0
incommensurate	1	0	0
incomparable	1	0	0
incomparably	1	0	0
incompatability	1	0	0
incompatibility	1	0	0
incompatible	1	0	0
incompetence	1	0	0
incompetent	1	0	0
incompetently	1	0	0
incomplete	1	0	0
incompliant	1	0	0
incomprehensible	1	0	0
incomprehension	1	0	0
inconceivable	1	0	0
inconceivably	1	0	0
incongruous	1	0	0
incongruously	1	0	0
inconsequent	1	0	0
inconsequential	1	0	0
inconsequentially	1	0	0
inconsequently	1	0	0
inconsiderate	1	0	0
inconsiderately	1	0	0
inconsistence	1	0	0
inconsistencies	1	0	0
inconsistency	1	0	0
inconsistent	1	0	0
inconsolable	1	0	0
inconsolably	1	0	0
inconstant	1	0	0
inconvenience	1	0	0
inconveniently	1	0	0
incorrect	1	0	0
incorrectly	1	0	0
incorrigible	1	0	0
incorrigibly	1	0	0
incredulous	1	0	0
incredulously	1	0	0
inculcate	1	0	0
indecency	1	0	0
indecent	1	0	0
indecently	1	0	0
indecision	1	0	0
indecisive	1	0	0
indecisively	1	0	0
indecorum	1	0	0
indefensible	1	0	0
indelicate	1	0	0
indeterminable	1	0	0
indeterminably	1	0	0
indeterminate	1	0	0
indifference	1	0	0
indifferent	1	0	0
indigent	1	0	0
indignant	1	0	0
indignantly	1	0	0
indignation	1	0	0
indignity	1	0	0
indiscernible	1	0	0
indiscreet	1	0	0
indiscreetly	1	0	0
indiscretion	1	0	0
indiscriminate	1	0	0
indiscriminately	1	0	0
indiscriminating	1	0	0
indistinguishable	1	0	0
indoctrinate	1	0	0
indoctrination	1	0	0
indolent	1	0	0
indulge	1	0	0
ineffective	1	0	0
ineffectively	1	0	0
ineffectiveness	1	0	0
ineffectual	1	0	0
ineffectually	1	0	0
ineffectualness	1	0	0
inefficacious	1	0	0
inefficacy	1	0	0
inefficiency	1	0	0
inefficient	1	0	0
inefficiently	1	0	0
inelegance	1	0	0
inelegant	1	0	0
ineligible	1	0	0
ineloquent	1	0	0
ineloquently	1	0	0
inept	1	0	0
ineptitude	1	0	0
ineptly	1	0	0
inequalities	1	0	0
inequality	1	0	0
inequitable	1	0	0
inequitably	1	0	0
inequities	1	0	0
inescapable	1	0	0
inescapably	1	0	0
inessential	1	0	0
inevitable	1	0	0
inevitably	1	0	0
inexcusable	1	0	0
inexcusably	1	0	0
inexorable	1	0	0
inexorably	1	0	0
inexperience	1	0	0
inexperienced	1	0	0
inexpert	1	0	0
inexpertly	1	0	0
inexpiable	1	0	0
inexplainable	1	0	0
inextricable	1	0	0
inextricably	1	0	0
infamous	1	0	0
infamously	1	0	0
infamy	1	0	0
infected	1	0	0
infection	1	0	0
infections	1	0	0
inferior	1	0	0
inferiority	1	0	0
infernal	1	0	0
infest	1	0	0
infested	1	0	0
infidel	1	0	0
infidels	1	0	0
infiltrator	1	0	0
infiltrators	1	0	0
infirm	1	0	0
inflame	1	0	0
inflammation	1	0	0
inflammatory	1	0	0
inflammed	1	0	0
inflated	1	0	0
inflationary	1	0	0
inflexible	1	0	0
inflict	1	0	0
infraction	1	0	0
infringe	1	0	0
infringement	1	0	0
infringements	1	0	0
infuriate	1	0	0
infuriated	1	0	0
infuriating	1	0	0
infuriatingly	1	0	0
inglorious	1	0	0
ingrate	1	0	0
ingratitude	1	0	0
inhibit	1	0	0
inhibition	1	0	0
inhospitable	1	0	0
inhospitality	1	0	0
inhuman	1	0	0
inhumane	1	0	0
inhumanity	1	0	0
inimical	1	0	0
inimically	1	0	0
iniquitous	1	0	0
iniquity	1	0	0
injudicious	1	0	0
injure	1	0	0
injurious	1	0	0
injury	1	0	0
injustice	1	0	0
injustices	1	0	0
innuendo	1	0	0
inoperable	1	0	0
inopportune	1	0	0
inordinate	1	0	0
inordinately	1	0	0
insane	1	0	0
insanely	1	0	0
insanity	1	0	0
insatiable	1	0	0
insecure	1	0	0
insecurity	1	0	0
insensible	1	0	0
insensitive	1	0	0
insensitively	1	0	0
insensitivity	1	0	0
insidious	1	0	0
insidiously	1	0	0
insignificance	1	0	0
insignificant	1	0	0
insignificantly	1	0	0
insincere	1	0	0
insincerely	1	0	0
insincerity	1	0	0
insinuate	1	0	0
insinuating	1	0	0
insinuation	1	0	0
insociable	1	0	0
insolence	1	0	0
insolent	1	0	0
insolently	1	0	0
insolvent	1	0	0
insouciance	1	0	0
instability	1	0	0
instable	1	0	0
instigate	1	0	0
instigator	1	0	0
instigators	1	0	0
insubordinate	1	0	0
insubstantial	1	0	0
insubstantially	1	0	0
insufferable	1	0	0
insufferably	1	0	0
insufficiency	1	0	0
insufficient	1	0	0
insufficiently	1	0	0
insular	1	0	0
insult	1	0	0
insulted	1	0	0
insulting	1	0	0
insultingly	1	0	0
insults	1	0	0
insupportable	1	0	0
insupportably	1	0	0
insurmountable	1	0	0
insurmountably	1	0	0
insurrection	1	0	0
intefere	1	0	0
inteferes	1	0	0
intense	1	0	0
interfere	1	0	0
interference	1	0	0
interferes	1	0	0
intermittent	1	0	0
interrupt	1	0	0
interruption	1	0	0
interruptions	1	0	0
intimidate	1	0	0
intimidating	1	0	0
intimidatingly	1	0	0
intimidation	1	0	0
intolerable	1	0	0
intolerablely	1	0	0
intolerance	1	0	0
intoxicate	1	0	0
intractable	1	0	0
intransigence	1	0	0
intransigent	1	0	0
intrude	1	0	0
intrusion	1	0	0
intrusive	1	0	0
inundate	1	0	0
inundated	1	0	0
invader	1	0	0
invalid	1	0	0
invalidate	1	0	0
invalidity	1	0	0
invasive	1	0	0
invective	1	0	0
inveigle	1	0	0
invidious	1	0	0
invidiously	1	0	0
invidiousness	1	0	0
invisible	1	0	0
involuntarily	1	0	0
involuntary	1	0	0
irascible	1	0	0
irate	1	0	0
irately	1	0	0
ire	1	0	0
irk	1	0	0
irked	1	0	0
irking	1	0	0
irks	1	0	0
irksome	1	0	0
irksomely	1	0	0
irksomeness	1	0	0
irksomenesses	1	0	0
ironic	1	0	0
ironical	1	0	0
ironically	1	0	0
ironies	1	0	0
irony	1	0	0
irragularity	1	0	0
irrational	1	0	0
irrationalities	1	0	0
irrationality	1	0	0
irrationally	1	0	0
irrationals	1	0	0
irreconcilable	1	0	0
irrecoverable	1	0	0
irrecoverableness	1	0	0
irrecoverablenesses	1	0	0
irrecoverably	1	0	0
irredeemable	1	0	0
irredeemably	1	0	0
irreformable	1	0	0
irregular	1	0	0
irregularity	1	0	0
irrelevance	1	0	0
irrelevant	1	0	0
irreparable	1	0	0
irreplacible	1	0	0
irrepressible	1	0	0
irresolute	1	0	0
irresolvable	1	0	0
irresponsible	1	0	0
irresponsibly	1	0	0
irretating	1	0	0
irretrievable	1	0	0
irreversible	1	0	0
irritable	1	0	0
irritably	1	0	0
irritant	1	0	0
irritate	1	0	0
irritated	1	0	0
irritating	1	0	0
irritation	1	0	0
irritations	1	0	0
isolate	1	0	0
isolated	1	0	0
isolation	1	0	0
issue	1	0	0
issues	1	0	0
itch	1	0	0
itching	1	0	0
itchy	1	0	0
jabber	1	0	0
jaded	1	0	0
jagged	1	0	0
jam	1	0	0
jarring	1	0	0
jaundiced	1	0	0
jealous	1	0	0
jealously	1	0	0
jealousness	1	0	0
jealousy	1	0	0
jeer	1	0	0
jeering	1	0	0
jeeringly	1	0	0
jeers	1	0	0
jeopardize	1	0	0
jeopardy	1	0	0
jerk	1	0	0
jerky	1	0	0
jitter	1	0	0
jitters	1	0	0
jittery	1	0	0
job-killing	1	0	0
jobless	1	0	0
joke	1	0	0
joker	1	0	0
jolt	1	0	0
judder	1	0	0
juddering	1	0	0
judders	1	0	0
jumpy	1	0	0
junk	1	0	0
junky	1	0	0
junkyard	1	0	0
jutter	1	0	0
jutters	1	0	0
kaput	1	0	0
kill	1	0	0
killed	1	0	0
killer	1	0	0
killing	1	0	0
killjoy	1	0	0
kills	1	0	0
knave	1	0	0
knife	1	0	0
knock	1	0	0
knotted	1	0	0
kook	1	0	0
kooky	1	0	0
lack	1	0	0
lackadaisical	1	0	0
lacked	1	0	0
lackey	1	0	0
lackeys	1	0	0
lacking	1	0	0
lackluster	1	0	0
lacks	1	0	0
laconic	1	0	0
lag	1	0	0
lagged	1	0	0
lagging	1	0	0
laggy	1	0	0
lags	1	0	0
laid-off	1	0	0
lambast	1	0	0
lambaste	1	0	0
lame	1	0	0
lame-duck	1	0	0
lament	1	0	0
lamentable	1	0	0
lamentably	1	0	0
languid	1	0	0
languish	1	0	0
languor	1	0	0
languorous	1	0	0
languorously	1	0	0
lanky	1	0	0
lapse	1	0	0
lapsed	1	0	0
lapses	1	0	0
lascivious	1	0	0
last-ditch	1	0	0
latency	1	0	0
laughable	1	0	0
laughably	1	0	0
laughingstock	1	0	0
lawbreaker	1	0	0
lawbreaking	1	0	0
lawless	1	0	0
lawlessness	1	0	0
layoff	1	0	0
layoff-happy	1	0	0
lazy	1	0	0
leak	1	0	0
leakage	1	0	0
leakages	1	0	0
leaking	1	0	0
leaks	1	0	0
leaky	1	0	0
lech	1	0	0
lecher	1	0	0
lecherous	1	0	0
lechery	1	0	0
leech	1	0	0
leer	1	0	0
leery	1	0	0
left-leaning	1	0	0
lemon	1	0	0
lengthy	1	0	0
less-developed	1	0	0
lesser-known	1	0	0
letch	1	0	0
lethal	1	0	0
lethargic	1	0	0
lethargy	1	0	0
lewd	1	0	0
lewdly	1	0	0
lewdness	1	0	0
liability	1	0	0
liable	1	0	0
liar	1	0	0
liars	1	0	0
licentious	1	0	0
licentiously	1	0	0
licentiousness	1	0	0
lie	1	0	0
lied	1	0	0
lier	1	0	0
lies	1	0	0
life-threatening	1	0	0
lifeless	1	0	0
limit	1	0	0
limitation	1	0	0
limitations	1	0	0
limited	1	0	0
limits	1	0	0
limp	1	0	0
listless	1	0	0
litigious	1	0	0
little-known	1	0	0
livid	1	0	0
lividly	1	0	0
loath	1	0	0
loathe	1	0	0
loathing	1	0	0
loathly	1	0	0
loathsome	1	0	0
loathsomely	1	0	0
lone	1	0	0
loneliness	1	0	0
lonely	1	0	0
loner	1	0	0
lonesome	1	0	0
long-time	1	0	0
long-winded	1	0	0
longing	1	0	0
longingly	1	0	0
loophole	1	0	0
loopholes	1	0	0
loose	1	0	0
loot	1	0	0
lorn	1	0	0
lose	1	0	0
loser	1	0	0
losers	1	0	0
loses	1	0	0
losing	1	0	0
loss	1	0	0
losses	1	0	0
lost	1	0	0
loud	1	0	0
louder	1	0	0
lousy	1	0	0
loveless	1	0	0
lovelorn	1	0	0
low-rated	1	0	0
lowly	1	0	0
ludicrous	1	0	0
ludicrously	1	0	0
lugubrious	1	0	0
lukewarm	1	0	0
lull	1	0	0
lumpy	1	0	0
lunatic	1	0	0
lunaticism	1	0	0
lurch	1	0	0
lure	1	0	0
lurid	1	0	0
lurk	1	0	0
lurking	1	0	0
lying	1	0	0
macabre	1	0	0
mad	1	0	0
madden	1	0	0
maddening	1	0	0
maddeningly	1	0	0
madder	1	0	0
madly	1	0	0
madman	1	0	0
madness	1	0	0
maladjusted	1	0	0
maladjustment	1	0	0
malady	1	0	0
malaise	1	0	0
malcontent	1	0	0
malcontented	1	0	0
maledict	1	0	0
malevolence	1	0	0
malevolent	1	0	0
malevolently	1	0	0
malice	1	0	0
malicious	1	0	0
maliciously	1	0	0
maliciousness	1	0	0
malign	1	0	0
malignant	1	0	0
malodorous	1	0	0
maltreatment	1	0	0
mangle	1	0	0
mangled	1	0	0
mangles	1	0	0
mangling	1	0	0
mania	1	0	0
maniac	1	0	0
maniacal	1	0	0
manic	1	0	0
manipulate	1	0	0
manipulation	1	0	0
manipulative	1	0	0
manipulators	1	0	0
mar	1	0	0
marginal	1	0	0
marginally	1	0	0
martyrdom	1	0	0
martyrdom-seeking	1	0	0
mashed	1	0	0
massacre	1	0	0
massacres	1	0	0
matte	1	0	0
mawkish	1	0	0
mawkishly	1	0	0
mawkishness	1	0	0
meager	1	0	0
meaningless	1	0	0
meanness	1	0	0
measly	1	0	0
meddle	1	0	0
meddlesome	1	0	0
mediocre	1	0	0
mediocrity	1	0	0
melancholy	1	0	0
melodramatic	1	0	0
melodramatically	1	0	0
meltdown	1	0	0
menace	1	0	0
menacing	1	0	0
menacingly	1	0	0
mendacious	1	0	0
mendacity	1	0	0
menial	1	0	0
merciless	1	0	0
mercilessly	1	0	0
mess	1	0	0
messed	1	0	0
messes	1	0	0
messing	1	0	0
messy	1	0	0
midget	1	0	0
miff	1	0	0
militancy	1	0	0
mindless	1	0	0
mindlessly	1	0	0
mirage	1	0	0
mire	1	0	0
misalign	1	0	0
misaligned	1	0	0
misaligns	1	0	0
misapprehend	1	0	0
misbecome	1	0	0
misbecoming	1	0	0
misbegotten	1	0	0
misbehave	1	0	0
misbehavior	1	0	0
miscalculate	1	0	0
miscalculation	1	0	0
miscellaneous	1	0	0
mischief	1	0	0
mischievous	1	0	0
mischievously	1	0	0
misconception	1	0	0
misconceptions	1	0	0
miscreant	1	0	0
miscreants	1	0	0
misdirection	1	0	0
miser	1	0	0
miserable	1	0	0
miserableness	1	0	0
miserably	1	0	0
miseries	1	0	0
miserly	1	0	0
misery	1	0	0
misfit	1	0	0
misfortune	1	0	0
misgiving	1	0	0
misgivings	1	0	0
misguidance	1	0	0
misguide	1	0	0
misguided	1	0	0
mishandle	1	0	0
mishap	1	0	0
misinform	1	0	0
misinformed	1	0	0
misinterpret	1	0	0
misjudge	1	0	0
misjudgment	1	0	0
mislead	1	0	0
misleading	1	0	0
misleadingly	1	0	0
mislike	1	0	0
mismanage	1	0	0
mispronounce	1	0	0
mispronounced	1	0	0
mispronounces	1	0	0
misread	1	0	0
misreading	1	0	0
misrepresent	1	0	0
misrepresentation	1	0	0
miss	1	0	0
missed	1	0	0
misses	1	0	0
misstatement	1	0	0
mist	1	0	0
mistake	1	0	0
mistaken	1	0	0
mistakenly	1	0	0
mistakes	1	0	0
mistified	1	0	0
mistress	1	0	0
mistrust	1	0	0
mistrustful	1	0	0
mistrustfully	1	0	0
mists	1	0	0
misunderstand	1	0	0
misunderstanding	1	0	0
misunderstandings	1	0	0
misunderstood	1	0	0
misuse	1	0	0
moan	1	0	0
mobster	1	0	0
mock	1	0	0
mocked	1	0	0
mockeries	1	0	0
mockery	1	0	0
mocking	1	0	0
mockingly	1	0	0
mocks	1	0	0
molest	1	0	0
molestation	1	0	0
monotonous	1	0	0
monotony	1	0	0
monster	1	0	0
monstrosities	1	0	0
monstrosity	1	0	0
monstrous	1	0	0
monstrously	1	0	0
moody	1	0	0
moot	1	0	0
mope	1	0	0
morbid	1	0	0
morbidly	1	0	0
mordant	1	0	0
mordantly	1	0	0
moribund	1	0	0
moron	1	0	0
moronic	1	0	0
morons	1	0	0
mortification	1	0	0
mortified	1	0	0
mortify	1	0	0
mortifying	1	0	0
motionless	1	0	0
motley	1	0	0
mourn	1	0	0
mourner	1	0	0
mournful	1	0	0
mournfully	1	0	0
muddle	1	0	0
muddy	1	0	0
mudslinger	1	0	0
mudslinging	1	0	0
mulish	1	0	0
multi-polarization	1	0	0
mundane	1	0	0
murder	1	0	0
murderer	1	0	0
murderous	1	0	0
murderously	1	0	0
murky	1	0	0
muscle-flexing	1	0	0
mushy	1	0	0
musty	1	0	0
mysterious	1	0	0
mysteriously	1	0	0
mystery	1	0	0
mystify	1	0	0
myth	1	0	0
nag	1	0	0
nagging	1	0	0
naive	1	0	0
naively	1	0	0
narrower	1	0	0
nastily	1	0	0
nastiness	1	0	0
nasty	1	0	0
naughty	1	0	0
nauseate	1	0	0
nauseates	1	0	0
nauseating	1	0	0
nauseatingly	1	0	0
naïve	1	0	0
nebulous	1	0	0
nebulously	1	0	0
needless	1	0	0
needlessly	1	0	0
needy	1	0	0
nefarious	1	0	0
nefariously	1	0	0
negate	1	0	0
negation	1	0	0
negative	1	0	0
negatives	1	0	0
negativity	1	0	0
neglect	1	0	0
neglected	1	0	0
negligence	1	0	0
negligent	1	0	0
nemesis	1	0	0
nepotism	1	0	0
nervous	1	0	0
nervously	1	0	0
nervousness	1	0	0
nettle	1	0	0
nettlesome	1	0	0
neurotic	1	0	0
neurotically	1	0	0
niggle	1	0	0
niggles	1	0	0
nightmare	1	0	0
nightmarish	1	0	0
nightmarishly	1	0	0
nitpick	1	0	0
nitpicking	1	0	0
noise	1	0	0
noises	1	0	0
noisier	1	0	0
noisy	1	0	0
non-confidence	1	0	0
nonexistent	1	0	0
nonresponsive	1	0	0
nonsense	1	0	0
nosey	1	0	0
notoriety	1	0	0
notorious	1	0	0
notoriously	1	0	0
noxious	1	0	0
nuisance	1	0	0
numb	1	0	0
obese	1	0	0
object	1	0	0
objection	1	0	0
objectionable	1	0	0
objections	1	0	0
oblique	1	0	0
obliterate	1	0	0
obliterated	1	0	0
oblivious	1	0	0
obnoxious	1	0	0
obnoxiously	1	0	0
obscene	1	0	0
obscenely	1	0	0
obscenity	1	0	0
obscure	1	0	0
obscured	1	0	0
obscures	1	0	0
obscurity	1	0	0
obsess	1	0	0
obsessive	1	0	0
obsessively	1	0	0
obsessiveness	1	0	0
obsolete	1	0	0
obstacle	1	0	0
obstinate	1	0	0
obstinately	1	0	0
obstruct	1	0	0
obstructed	1	0	0
obstructing	1	0	0
obstruction	1	0	0
obstructs	1	0	0
obtrusive	1	0	0
obtuse	1	0	0
occlude	1	0	0
occluded	1	0	0
occludes	1	0	0
occluding	1	0	0
odd	1	0	0
odder	1	0	0
oddest	1	0	0
oddities	1	0	0
oddity	1	0	0
oddly	1	0	0
odor	1	0	0
offence	1	0	0
offend	1	0	0
offender	1	0	0
offending	1	0	0
offenses	1	0	0
offensive	1	0	0
offensively	1	0	0
offensiveness	1	0	0
officious	1	0	0
ominous	1	0	0
ominously	1	0	0
omission	1	0	0
omit	1	0	0
one-sided	1	0	0
onerous	1	0	0
onerously	1	0	0
onslaught	1	0	0
opinionated	1	0	0
opponent	1	0	0
opportunistic	1	0	0
oppose	1	0	0
opposition	1	0	0
oppositions	1	0	0
oppress	1	0	0
oppression	1	0	0
oppressive	1	0	0
oppressively	1	0	0
oppressiveness	1	0	0
oppressors	1	0	0
ordeal	1	0	0
orphan	1	0	0
ostracize	1	0	0
outbreak	1	0	0
outburst	1	0	0
outbursts	1	0	0
outcast	1	0	0
outcry	1	0	0
outlaw	1	0	0
outmoded	1	0	0
outrage	1	0	0
outraged	1	0	0
outrageous	1	0	0
outrageously	1	0	0
outrageousness	1	0	0
outrages	1	0	0
outsider	1	0	0
over-acted	1	0	0
over-awe	1	0	0
over-balanced	1	0	0
over-hyped	1	0	0
over-priced	1	0	0
over-valuation	1	0	0
overact	1	0	0
overacted	1	0	0
overawe	1	0	0
overbalance	1	0	0
overbalanced	1	0	0
overbearing	1	0	0
overbearingly	1	0	0
overblown	1	0	0
overdo	1	0	0
overdone	1	0	0
overdue	1	0	0
overemphasize	1	0	0
overheat	1	0	0
overkill	1	0	0
overloaded	1	0	0
overlook	1	0	0
overpaid	1	0	0
overpayed	1	0	0
overplay	1	0	0
overpower	1	0	0
overpriced	1	0	0
overrated	1	0	0
overreach	1	0	0
overrun	1	0	0
overshadow	1	0	0
oversight	1	0	0
oversights	1	0	0
oversimplification	1	0	0
oversimplified	1	0	0
oversimplify	1	0	0
oversize	1	0	0
overstate	1	0	0
overstated	1	0	0
overstatement	1	0	0
overstatements	1	0	0
overstates	1	0	0
overtaxed	1	0	0
overthrow	1	0	0
overthrows	1	0	0
overturn	1	0	0
overweight	1	0	0
overwhelm	1	0	0
overwhelmed	1	0	0
overwhelming	1	0	0
overwhelmingly	1	0	0
overwhelms	1	0	0
overzealous	1	0	0
overzealously	1	0	0
overzelous	1	0	0
pain	1	0	0
painful	1	0	0
painfull	1	0	0
painfully	1	0	0
pains	1	0	0
pale	1	0	0
pales	1	0	0
paltry	1	0	0
pan	1	0	0
pandemonium	1	0	0
pander	1	0	0
pandering	1	0	0
panders	1	0	0
panic	1	0	0
panick	1	0	0
panicked	1	0	0
panicking	1	0	0
panicky	1	0	0
paradoxical	1	0	0
paradoxically	1	0	0
paralize	1	0	0
paralyzed	1	0	0
paranoia	1	0	0
paranoid	1	0	0
parasite	1	0	0
pariah	1	0	0
parody	1	0	0
partiality	1	0	0
partisan	1	0	0
partisans	1	0	0
passe	1	0	0
passive	1	0	0
passiveness	1	0	0
pathetic	1	0	0
pathetically	1	0	0
patronize	1	0	0
paucity	1	0	0
pauper	1	0	0
paupers	1	0	0
payback	1	0	0
peculiar	1	0	0
peculiarly	1	0	0
pedantic	1	0	0
peeled	1	0	0
peeve	1	0	0
peeved	1	0	0
peevish	1	0	0
peevishly	1	0	0
penalize	1	0	0
penalty	1	0	0
perfidious	1	0	0
perfidity	1	0	0
perfunctory	1	0	0
peril	1	0	0
perilous	1	0	0
perilously	1	0	0
perish	1	0	0
pernicious	1	0	0
perplex	1	0	0
perplexed	1	0	0
perplexing	1	0	0
perplexity	1	0	0
persecute	1	0	0
persecution	1	0	0
pertinacious	1	0	0
pertinaciously	1	0	0
pertinacity	1	0	0
perturb	1	0	0
perturbed	1	0	0
pervasive	1	0	0
perverse	1	0	0
perversely	1	0	0
perversion	1	0	0
perversity	1	0	0
pervert	1	0	0
perverted	1	0	0
perverts	1	0	0
pessimism	1	0	0
pessimistic	1	0	0
pessimistically	1	0	0
pest	1	0	0
pestilent	1	0	0
petrified	1	0	0
petrify	1	0	0
pettifog	1	0	0
petty	1	0	0
phobia	1	0	0
phobic	1	0	0
phony	1	0	0
picket	1	0	0
picketed	1	0	0
picketing	1	0	0
pickets	1	0	0
picky	1	0	0
pig	1	0	0
pigs	1	0	0
pillage	1	0	0
pillory	1	0	0
pimple	1	0	0
pinch	1	0	0
pique	1	0	0
pitiable	1	0	0
pitiful	1	0	0
pitifully	1	0	0
pitiless	1	0	0
pitilessly	1	0	0
pittance	1	0	0
pity	1	0	0
plagiarize	1	0	0
plague	1	0	0
plasticky	1	0	0
plaything	1	0	0
plea	1	0	0
pleas	1	0	0
plebeian	1	0	0
plight	1	0	0
plot	1	0	0
plotters	1	0	0
ploy	1	0	0
plunder	1	0	0
plunderer	1	0	0
pointless	1	0	0
pointlessly	1	0	0
poison	1	0	0
poisonous	1	0	0
poisonously	1	0	0
pokey	1	0	0
poky	1	0	0
polarisation	1	0	0
polemize	1	0	0
pollute	1	0	0
polluter	1	0	0
polluters	1	0	0
polution	1	0	0
pompous	1	0	0
poor	1	0	0
poorer	1	0	0
poorest	1	0	0
poorly	1	0	0
posturing	1	0	0
pout	1	0	0
poverty	1	0	0
powerless	1	0	0
prate	1	0	0
pratfall	1	0	0
prattle	1	0	0
precarious	1	0	0
precariously	1	0	0
precipitate	1	0	0
precipitous	1	0	0
predatory	1	0	0
predicament	1	0	0
prejudge	1	0	0
prejudice	1	0	0
prejudices	1	0	0
prejudicial	1	0	0
premeditated	1	0	0
preoccupy	1	0	0
preposterous	1	0	0
preposterously	1	0	0
presumptuous	1	0	0
presumptuously	1	0	0
pretence	1	0	0
pretend	1	0	0
pretense	1	0	0
pretentious	1	0	0
pretentiously	1	0	0
prevaricate	1	0	0
pricey	1	0	0
pricier	1	0	0
prick	1	0	0
prickle	1	0	0
